iter	Logloss
689	0.2513671258
690	0.2511406812
691	0.2510066155
692	0.2509197835
693	0.2507773056
694	0.250519096
695	0.2503777581
696	0.2502550748
697	0.2500837215
698	0.2497873053
699	0.2496431697
700	0.249463188
701	0.2492478621
702	0.2490498038
703	0.2487540715
704	0.2485005853
705	0.2482594934
706	0.2479202193
707	0.2477675868
708	0.247620425
709	0.2473134835
710	0.2471720089
711	0.2467828891
712	0.2465956457
713	0.2463580634
714	0.2462774911
715	0.246168243
716	0.2461061911
717	0.2459273159
718	0.2457265615
719	0.2454330682
720	0.2452447514
721	0.2450668888
722	0.2448425223
723	0.2447252314
724	0.2443821546
725	0.2442429394
726	0.2440852085
727	0.2439805596
728	0.2437116947
729	0.2436003742
730	0.2434469473
731	0.2433747948
732	0.2431321768
733	0.242920238
734	0.2427688238
735	0.2426493723
736	0.2424989312
737	0.2421877958
738	0.2420442475
739	0.2418027625
740	0.2416421605
741	0.2415232293
742	0.2412748497
743	0.2411605185
744	0.241005547
745	0.2409172648
746	0.2407707937
747	0.2406116152
748	0.2404885959
749	0.2402575067
750	0.2400447862
751	0.2396819086
752	0.23941638
753	0.239287518
754	0.2389243853
755	0.2387913861
756	0.2386684556
757	0.2385397631
758	0.2383906734
759	0.2381611211
760	0.2379234361
761	0.2377268471
762	0.2376058163
763	0.2375012007
764	0.2373297906
765	0.2372158758
766	0.2370483199
767	0.2369651813
768	0.2369495806
769	0.2367769922
770	0.2366355438
771	0.2363188167
772	0.2359940429
773	0.2357878257
774	0.2357256331
775	0.2355793722
776	0.2353633498
777	0.2351487661
778	0.2349180164
779	0.2346154835
780	0.2345331254
781	0.2345162821
782	0.2343279503
783	0.2341525576
784	0.2339838013
785	0.2339255753
786	0.2336380944
787	0.2334352383
788	0.2332804497
789	0.2331410878
790	0.2330181888
791	0.2329149583
792	0.2326819269
793	0.2324214373
794	0.2322833727
795	0.2320811312
796	0.231989704
797	0.2318476305
798	0.2316067866
799	0.23129286
800	0.2310722265
801	0.2310283952
802	0.2308384379
803	0.2306905328
804	0.2304865746
805	0.2303789102
806	0.2300888595
807	0.2297831343
808	0.2296240596
809	0.2294534232
810	0.2293325394
811	0.2291730875
812	0.2290352981
813	0.2288565836
814	0.2286057323
815	0.2282856494
816	0.2281667822
817	0.2280115776
818	0.227911844
819	0.2277603984
820	0.2276296102
821	0.2274698424
822	0.2272769943
823	0.2271642585
824	0.2270273564
825	0.2269021698
826	0.2267097349
827	0.2266459174
828	0.2265389233
829	0.2261964358
830	0.2260882029
831	0.2258965229
832	0.2258209421
833	0.2257393402
834	0.225668501
835	0.2254413894
836	0.2252468479
837	0.2250866017
838	0.2250156995
839	0.2248871199
840	0.2247308993
841	0.2245824424
842	0.2245141168
843	0.2243783061
844	0.2242340729
845	0.2241075494
846	0.2239941237
847	0.223883684
848	0.2236661855
849	0.2235504233
850	0.2234610467
851	0.2233490291
852	0.2231933917
853	0.2230456221
854	0.2228429783
855	0.2227585686
856	0.2227469597
857	0.2225945168
858	0.2223801419
859	0.2222021135
860	0.2219408304
861	0.2217496485
862	0.2216220664
863	0.2215085527
864	0.2213866707
865	0.2211476605
866	0.2209384408
867	0.2208510412
868	0.2206410722
869	0.2205113858
870	0.2204736024
871	0.2203303012
872	0.2201232026
873	0.2199385258
874	0.2198128099
875	0.2196556039
876	0.2194486316
877	0.2193194163
878	0.2192667835
879	0.2191466269
880	0.2188996314
881	0.2188221378
882	0.2187093349
883	0.2186441552
884	0.2185907034
885	0.21840843
886	0.2183146022
887	0.218122742
888	0.2180309741
889	0.2179578018
890	0.2177949523
891	0.2176347926
892	0.2175101595
893	0.2172637904
894	0.2171234456
895	0.2168555102
896	0.2165079562
897	0.2164166308
898	0.2163094953
899	0.2161632601
900	0.2161169824
901	0.2160308611
902	0.2158023904
903	0.2156061389
904	0.2153357522
905	0.2150273168
906	0.2149557752
907	0.2147727213
908	0.2146329028
909	0.2143547872
910	0.2140145047
911	0.2138527651
912	0.2137560357
913	0.2135436583
914	0.2133714239
915	0.2133056788
916	0.2131040922
917	0.2130364351
918	0.2129688942
919	0.2128610742
920	0.2127367891
921	0.2125533889
922	0.2124618951
923	0.2123862986
924	0.2122642541
925	0.2121699348
926	0.2119901449
927	0.2119082056
928	0.2117526168
929	0.2116549356
930	0.2114158527
931	0.2111985013
932	0.2110249052
933	0.210876502
934	0.2107639003
935	0.2106335772
936	0.2105547615
937	0.2104131317
938	0.2102828039
939	0.2101284773
940	0.2100708694
941	0.2099728867
942	0.2099215118
943	0.2098010355
944	0.2096701507
945	0.2095594969
946	0.2093567787
947	0.2091705123
948	0.208942391
949	0.2087623605
950	0.2086343618
951	0.20856219
952	0.2085083693
953	0.208428715
954	0.2082209918
955	0.2081644172
956	0.2081232496
957	0.2079387684
958	0.2078508986
959	0.2076479787
960	0.2075213753
961	0.2073793448
962	0.2072545201
963	0.2070392232
964	0.2069383508
965	0.2067133449
966	0.2066276903
967	0.2066107797
968	0.2064667302
969	0.2063496771
970	0.2061395142
971	0.2060584762
972	0.2059821214
973	0.2058633461
974	0.2057803364
975	0.2056642918
976	0.2055436981
977	0.2053393993
978	0.2051557191
979	0.2051089667
980	0.2049501297
981	0.2046262618
982	0.2045087659
983	0.2042543383
984	0.2041233877
985	0.2039938046
986	0.2038517984
987	0.2038167355
988	0.2036387289
989	0.2034846088
990	0.2033668715
991	0.2031761
992	0.202992169
993	0.2028875719
994	0.2028129668
995	0.2027359211
996	0.20260557
997	0.2023623598
998	0.2023034078
999	0.2021760728
